%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1695954324040725123,0.5,0.0,0.0,0.0,0.0,0.2
1695954324140702792,0.5,0.0,0.0,0.0,0.0,0.2
1695954324240814267,0.5,0.0,0.0,0.0,0.0,0.2
1695954324340838984,0.5,0.0,0.0,0.0,0.0,0.2
1695954324440815134,0.5,0.0,0.0,0.0,0.0,0.2
1695954324540889828,0.5,0.0,0.0,0.0,0.0,0.2
1695954324640633247,0.5,0.0,0.0,0.0,0.0,0.2
1695954324741096590,0.5,0.0,0.0,0.0,0.0,0.2
1695954324840672837,0.5,0.0,0.0,0.0,0.0,0.2
1695954324940933106,0.5,0.0,0.0,0.0,0.0,0.2
1695954325040988963,0.5,0.0,0.0,0.0,0.0,0.2
1695954325140732108,0.5,0.0,0.0,0.0,0.0,0.2
1695954325241035434,0.5,0.0,0.0,0.0,0.0,0.2
1695954325341039450,0.5,0.0,0.0,0.0,0.0,0.2
1695954325440808708,0.5,0.0,0.0,0.0,0.0,0.2
1695954325540781539,0.5,0.0,0.0,0.0,0.0,0.2
1695954325640840382,0.5,0.0,0.0,0.0,0.0,0.2
1695954325740780606,0.5,0.0,0.0,0.0,0.0,0.2
1695954325840789759,0.5,0.0,0.0,0.0,0.0,0.2
1695954325940802770,0.5,0.0,0.0,0.0,0.0,0.2
1695954326040818116,0.5,0.0,0.0,0.0,0.0,0.2
1695954326140749735,0.5,0.0,0.0,0.0,0.0,0.2
1695954326240682525,0.5,0.0,0.0,0.0,0.0,0.2
1695954326340812047,0.5,0.0,0.0,0.0,0.0,0.2
1695954326440721104,0.5,0.0,0.0,0.0,0.0,0.2
1695954326541015731,0.5,0.0,0.0,0.0,0.0,0.2
1695954326640961945,0.5,0.0,0.0,0.0,0.0,0.2
1695954326741232235,0.5,0.0,0.0,0.0,0.0,0.2
1695954326840935643,0.5,0.0,0.0,0.0,0.0,0.2
1695954326940693855,0.5,0.0,0.0,0.0,0.0,0.2
1695954327040745219,0.5,0.0,0.0,0.0,0.0,0.2
1695954327140982921,0.5,0.0,0.0,0.0,0.0,0.2
1695954327240811937,0.5,0.0,0.0,0.0,0.0,0.2
1695954327340665764,0.5,0.0,0.0,0.0,0.0,0.2
1695954327440808447,0.5,0.0,0.0,0.0,0.0,0.2
1695954327540955560,0.5,0.0,0.0,0.0,0.0,0.2
1695954327641014636,0.5,0.0,0.0,0.0,0.0,0.2
1695954327740992441,0.5,0.0,0.0,0.0,0.0,0.2
1695954327840775541,0.5,0.0,0.0,0.0,0.0,0.2
1695954327940712581,0.5,0.0,0.0,0.0,0.0,0.2
1695954328040735541,0.5,0.0,0.0,0.0,0.0,0.2
1695954328140753968,0.5,0.0,0.0,0.0,0.0,0.2
1695954328241021194,0.5,0.0,0.0,0.0,0.0,0.2
1695954328340693019,0.5,0.0,0.0,0.0,0.0,0.2
1695954328440732843,0.5,0.0,0.0,0.0,0.0,0.2
1695954328540776556,0.5,0.0,0.0,0.0,0.0,0.2
1695954328640878276,0.5,0.0,0.0,0.0,0.0,0.2
